cik,period,metric,value,history_points,window_prior,window_recent,prior_mean,recent_mean,mean_shift,prior_slope,recent_slope,slope_shift,consecutive_direction,consecutive_len,short_history_flag,trend_score,trend_signal_type,explanation
1045810,2025-Q2,net_margin,0.3977003719986473,12,3,2,0.1626957489298747,0.3408830002373659,0.1781872513074912,-0.027018832566256472,0.1136347435225627,0.14065357608881918,improving,2,False,3.6406535760888192,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.178187; slope_shift=0.140654; streak=improving:2; score=3.641; type=strong_shift
1045810,2024-Q2,net_margin,0.1516808964781216,9,3,2,0.34670601746687396,0.17345145210006466,-0.1732545653668093,0.006232917634383476,-0.0435411112438861,-0.04977402887826957,deteriorating,2,False,3.5497740288782698,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=-0.173255; slope_shift=-0.049774; streak=deteriorating:2; score=3.550; type=strong_shift
1045810,2025-Q3,net_margin,0.4501661557484737,13,3,2,0.19231028918123363,0.42393326387356045,0.23162297469232682,0.06619236599898143,0.052465783749826356,-0.013726582249155073,improving,2,False,3.5137265822491552,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.231623; slope_shift=-0.0137266; streak=improving:2; score=3.514; type=strong_shift
789019,2025-Q1,current_ratio,1.2749549031815206,13,3,2,1.774313824118881,1.5220610769736251,-0.2522527471452558,-0.007719860029726193,-0.4942123475842093,-0.4864924875544831,mixed,2,False,3.486492487554483,strong_shift,metric=current_ratio; prior_window=3; recent_window=2; mean_shift=-0.252253; slope_shift=-0.486492; streak=mixed:2; score=3.486; type=strong_shift
1045810,2023-Q2,net_margin,0.3521531886916502,6,3,2,0.25520320390098156,0.3449513514558763,0.08974814755489474,-0.025705651442457435,0.014403674471547806,0.04010932591400524,improving,2,False,3.3693832144807807,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.0897481; slope_shift=0.0401093; streak=improving:2; score=3.369; type=strong_shift
320193,2022-Q2,net_margin,0.2605920715540012,5,3,2,0.22614435493905002,0.25931280728428263,0.03316845234523261,-0.014474097407914359,0.0025585285394371937,0.017032625947351554,improving,2,False,3.276341686717326,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.0331685; slope_shift=0.0170326; streak=improving:2; score=3.276; type=strong_shift
1045810,2024-Q1,debt_to_assets,0.4633334952163566,8,3,2,0.40291232541237854,0.43053745618762473,0.0276251307752462,-0.007756362380228542,0.06559207805746359,0.07334844043769213,mixed,2,False,3.0733484404376923,strong_shift,metric=debt_to_assets; prior_window=3; recent_window=2; mean_shift=0.0276251; slope_shift=0.0733484; streak=mixed:2; score=3.073; type=strong_shift
789019,2023-Q2,net_margin,0.4046576330568293,8,3,2,0.36911354577847516,0.4285684175611396,0.059454871782664453,-0.003208831549005086,-0.04782156900862078,-0.04461273745961569,mixed,2,False,3.044612737459616,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.0594549; slope_shift=-0.0446127; streak=mixed:2; score=3.045; type=strong_shift
320193,2025-Q1,net_margin,0.2836378841731131,13,3,2,0.2571709855143094,0.2678269002331049,0.010655914718795512,-0.0022540978222669998,0.03162196788001631,0.03387606570228331,mixed,2,False,3.0338760657022834,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.0106559; slope_shift=0.0338761; streak=mixed:2; score=3.034; type=strong_shift
789019,2025-Q2,net_margin,0.3725503429308992,14,3,2,0.3387719897580652,0.3834813218272876,0.044709332069222396,-0.007273744556507482,-0.021861957792776887,-0.014588213236269406,mixed,2,False,3.0145882132362694,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.0447093; slope_shift=-0.0145882; streak=mixed:2; score=3.015; type=strong_shift
