cik,period,metric,value,history_points,window_prior,window_recent,prior_mean,recent_mean,mean_shift,prior_slope,recent_slope,slope_shift,consecutive_direction,consecutive_len,short_history_flag,trend_score,trend_signal_type,explanation
1090872,2024-Q1,net_margin,0.20045558086560364,9,3,2,0.16788790306797927,0.18884551397751076,0.020957610909531493,0.002461537314197376,0.02322013377618574,0.020758596461988365,improving,2,False,3.5207585964619885,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.0209576; slope_shift=0.0207586; streak=improving:2; score=3.521; type=strong_shift
1090872,2023-Q3,net_margin,0.17723544708941788,8,3,2,0.16596916845621465,0.17350038127101192,0.007531212814797267,0.002523520654904329,0.007470131636811957,0.004946610981907628,improving,2,False,3.5049466109819076,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.00753121; slope_shift=0.00494661; streak=improving:2; score=3.505; type=strong_shift
1090872,2024-Q1,current_ratio,2.611353711790393,9,3,2,2.094807191117565,2.3207225302638155,0.22591533914625028,-0.09707376357049065,0.5812623630531549,0.6783361266236456,mixed,2,False,3.1467621318908257,strong_shift,metric=current_ratio; prior_window=3; recent_window=2; mean_shift=0.225915; slope_shift=0.678336; streak=mixed:2; score=3.147; type=strong_shift
1090872,2024-Q1,debt_to_assets,0.45693579856917216,9,3,2,0.49639479252276475,0.4766163990946886,-0.019778393428076135,-0.00014668935383959053,-0.03936120105103311,-0.03921451169719352,mixed,2,False,3.0392145116971934,strong_shift,metric=debt_to_assets; prior_window=3; recent_window=2; mean_shift=-0.0197784; slope_shift=-0.0392145; streak=mixed:2; score=3.039; type=strong_shift
1090872,2024-Q2,net_margin,0.18830981860063345,10,3,2,0.17201897182304815,0.19438269973311856,0.022363727910070408,0.004089647081148624,-0.012145762264970227,-0.01623540934611885,mixed,2,False,3.016235409346119,strong_shift,metric=net_margin; prior_window=3; recent_window=2; mean_shift=0.0223637; slope_shift=-0.0162354; streak=mixed:2; score=3.016; type=strong_shift
1090872,2023-Q2,current_ratio,2.030091348737238,7,3,2,2.2242388758782203,2.030091348737238,-0.1941475271409825,4.615385197999044e-16,-2.0652921188817109e-16,-6.680677316880755e-16,mixed,2,False,3.000000000000001,strong_shift,metric=current_ratio; prior_window=3; recent_window=2; mean_shift=-0.194148; slope_shift=-6.68068e-16; streak=mixed:2; score=3.000; type=strong_shift
1090872,2024-Q2,current_ratio,2.611353711790393,10,3,2,2.030091348737238,2.611353711790393,0.5812623630531553,1.3576983954738994e-16,-3.151022914593005e-16,-4.508721310066904e-16,mixed,2,False,3.0000000000000004,strong_shift,metric=current_ratio; prior_window=3; recent_window=2; mean_shift=0.581262; slope_shift=-4.50872e-16; streak=mixed:2; score=3.000; type=strong_shift
1090872,2023-Q2,debt_to_assets,0.49629699962020507,7,3,2,0.49659037832788416,0.49629699962020507,-0.0002933787076790928,1.8717115913072007e-17,-1.3014593971297416e-16,-1.4886305562604616e-16,mixed,2,False,3.0,strong_shift,metric=debt_to_assets; prior_window=3; recent_window=2; mean_shift=-0.000293379; slope_shift=-1.48863e-16; streak=mixed:2; score=3.000; type=strong_shift
1090872,2024-Q2,debt_to_assets,0.45693579856917216,10,3,2,0.49629699962020507,0.45693579856917216,-0.03936120105103291,1.9231075566166998e-17,-1.8256024274095816e-17,-3.7487099840262814e-17,mixed,2,False,3.0,strong_shift,metric=debt_to_assets; prior_window=3; recent_window=2; mean_shift=-0.0393612; slope_shift=-3.74871e-17; streak=mixed:2; score=3.000; type=strong_shift
1090872,2025-Q2,current_ratio,2.0891820580474936,13,3,2,2.611353711790393,2.0891820580474936,-0.5221716537428995,-1.4915985168044658e-16,-6.368679777674152e-17,8.547305390370506e-17,mixed,2,False,3.0,strong_shift,metric=current_ratio; prior_window=3; recent_window=2; mean_shift=-0.522172; slope_shift=8.54731e-17; streak=mixed:2; score=3.000; type=strong_shift
